
mayor_mayor;Mayor;;;;;;;;;;;;;x
mayor_mayor_full;Mayor's Office;;;;;;;;;;;;;x
title_mayor;Mayor;Bourgmestre;Bürgermeister;;Alcalde;;;;;;;;;x
e_police_commissoner;NYPD;;;;;;;;;;;;;x
POLICE_COMISSIONER;Police Comissioner;;;;;;;;;;;;;x
POLICE_COMISSIONER_FOA;Sir;;;;;;;;;;;;;x
mayor_open;Open;Ouverte;Offen;;Abierto;;;;;;;;;x
mayor_open_desc;The Mayor's office is currently open to influence and interested in acquiring "friends" within the criminal world.;;;;;;;;;;;;;x
mayor_untouchable;Untouchable;;;;;;;;;;;;;x
mayor_untouchable_desc;The Mayor's office is currently employing an anti-corruption policy, making influence difficult but keeping law enforcement largely occupied with internal matters.;;;;;;;;;;;;;x
mayor_aggressive;Aggressive;;;;;;;;;;;;;x
mayor_aggressive_desc;The Mayor's office is currently taking a tough-on-crime stance and is aggressively attempting to clean up the streets.;;;;;;;;;;;;;x
#For if we have a police government type:
cop_baron;Lieutenant;;;;;;;;;;;;;x
cop_count;Captain;;;;;;;;;;;;;x
cop_duke;Inspector;;;;;;;;;;;;;x
cop_king;Chief;;;;;;;;;;;;;x
cop_emperor;Comissioner;;;;;;;;;;;;;x
