#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_allen_st;Allen St;Allen St;Allen St;;Allen St;;;;;;;;;x
c_allen_st_adj;Allen Stian;;Allen Ster;;;;;;;;;;;x
c_allerton;Allerton;Allerton;Allerton;;Allerton;;;;;;;;;x
c_allerton_adj;Allertonian;;allertoner;;;;;;;;;;;x
c_alphabet_city;Alphabet City;Alphabet City;Alphabet City;;Alphabet City;;;;;;;;;x
c_alphabet_city_adj;Alphabet Citian;;Alphabet Citer;;;;;;;;;;;x
c_ansonia;Ansonia;Ansonia;Ansonia;;Ansonia;;;;;;;;;x
c_ansonia_adj;Ansonian;;ansoner;;;;;;;;;;;x
c_arden_heights;Arden Heights;Arden Heights;Arden Heights;;Arden Heights;;;;;;;;;x
c_arden_heights_adj;Arden Heightsian;;Arden Heightser;;;;;;;;;;;x
c_arverne;Arverne;Arverne;Arverne;;Arverne;;;;;;;;;x
c_arverne_adj;Arvernean;;arverner;;;;;;;;;;;x
c_astor_row;Astor Row;Astor Row;Astor Row;;Astor Row;;;;;;;;;x
c_astor_row_adj;Astor Rowian;;Astor Rower;;;;;;;;;;;x
c_astoria;Astoria;Astoria;Astoria;;Astoria;;;;;;;;;x
c_astoria_adj;Astorian;;astorer;;;;;;;;;;;x
c_astoria_heights;Astoria Heights;Astoria Heights;Astoria Heights;;Astoria Heights;;;;;;;;;x
c_astoria_heights_adj;Astoria Heightsian;;Astoria Heightser;;;;;;;;;;;x
c_auburndale;Auburndale;Auburndale;Auburndale;;Auburndale;;;;;;;;;x
c_auburndale_adj;Auburndalean;;auburndaler;;;;;;;;;;;x
c_barren_island;Barren Island;Barren Island;Barren Island;;Barren Island;;;;;;;;;x
c_barren_island_adj;Barren Islandian;;Barren Islander;;;;;;;;;;;x
c_battery;Battery;Battery;Battery;;Battery;;;;;;;;;x
c_battery_adj;Batterian;;batterer;;;;;;;;;;;x
c_bay_ridge;Bay Ridge;Bay Ridge;Bay Ridge;;Bay Ridge;;;;;;;;;x
c_bay_ridge_adj;Bay Ridgean;;Bay Ridger;;;;;;;;;;;x
c_bay_ridge_waterfront;Bay Ridge Waterfront;Bay Ridge Waterfront;Bay Ridge Waterfront;;Bay Ridge Waterfront;;;;;;;;;x
c_bay_ridge_waterfront_adj;Bay Ridge Waterfrontian;;Bay Ridge Waterfronter;;;;;;;;;;;x
c_bay_terrace;Bay Terrace;Bay Terrace;Bay Terrace;;Bay Terrace;;;;;;;;;x
c_bay_terrace_adj;Bay Terracean;;Bay Terracer;;;;;;;;;;;x
c_baychester;Baychester;Baychester;Baychester;;Baychester;;;;;;;;;x
c_baychester_adj;Baychesterian;;baychesterer;;;;;;;;;;;x
c_bayside;Bayside;Bayside;Bayside;;Bayside;;;;;;;;;x
c_bayside_adj;Baysidean;;baysider;;;;;;;;;;;x
c_bayside_hills;Bayside Hills;Bayside Hills;Bayside Hills;;Bayside Hills;;;;;;;;;x
c_bayside_hills_adj;Bayside Hillsian;;Bayside Hillser;;;;;;;;;;;x
c_bayswater;Bayswater;Bayswater;Bayswater;;Bayswater;;;;;;;;;x
c_bayswater_adj;Bayswaterian;;bayswaterer;;;;;;;;;;;x
c_bedford;Bedford;Bedford;Bedford;;Bedford;;;;;;;;;x
